Title,Date,Location,Text,URL
Mann geschlagen,11.06.2025,"Friedrich-Engels-Straße, Busbahnhof, Potsdam","Am Dienstagabend kam es zu einer Körperverletzung eines 55-jährigen Mannes in Potsdam. Beim Einsteigen in einen Bus soll der der Mann von einer ihm unbekannten männlichen Person zurückgezogen und dann ins Gesicht geschlagen worden sein. Der Geschädigte erlitt dabei Schmerzen, musste aber nicht medizinisch behandelt werden. Eine Strafanzeige wegen Körperverletzung wurde aufgenommen. Die weitere Bearbeitung übernimmt die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/mann-geschlagen/5605989
Werkzeug gestohlen,11.06.2025,"Doberlug-Kirchhain, Elbe-Elster","Einbrecher hatten in der Nacht zu Mittwoch ein Werkstattgelände an der Lindeneaer Straße gewaltsam betreten, wie der Polizei am Morgen mitgeteilt wurde. Sie entwendeten nach ersten Angaben Werkzeug im Wert von mehreren tausend Euro.
Polizisten sicherten das Spurenaufkommen und leiteten Ermittlungen ein.",https://polizei.brandenburg.de/pressemeldung/werkzeug-gestohlen/5605985
In soziale Einrichtung eingebrochen,11.06.2025,"Schönewalde, Elbe-Elster","Unbekannte brachen in der Nacht zu Mittwoch in die Großküche einer Wohlfahrtsorganisation an der Straße der Jugend ein. Sie durchwühlten die Räumlichkeiten, nachdem sie sich gewaltsam in das Objekt begaben.
Spezialisten der Kriminalpolizei waren mit der Spurensicherung beauftragt, dokumentierten das erlangte Diebesgut, den verursachten Sachschaden und übernahmen die entsprechende Ermittlungen.",https://polizei.brandenburg.de/pressemeldung/in-soziale-einrichtung-eingebrochen/5605984
Ohne Fahrerlaubnis,11.06.2025,"Craupe, Oberspreewald-Lausitz","Am Mittwochmorgen kontrollierten Beamte den 54-jährigen Fahrer eines PKW SKODA in der Crauper Dorfstraße.
Die Polizisten fanden heraus, dass er nicht im Besitz einer gültigen Fahrerlaubnis ist und leiteten ein Ermittlungsverfahren ein. Die Weiterfahrt wurde untersagt.",https://polizei.brandenburg.de/pressemeldung/ohne-fahrerlaubnis-/5605971
Nach Unfallflucht gestoppt,11.06.2025,"Lübbenau, Oberspreewald-Lausitz","Am Dienstag war gegen 18:10 Uhr ein Paketbote mit seinem PKW MERCEDES gegen den DACIA einer 33-Jährigen gefahren, was mit geschätzten Sachschäden von 2.000 Euro endete. Anstatt anzuhalten, entschied sich der 18-jährige Auslieferer den Unfallort an der August-Bebel-Straße mit dem „Sprinter“ in Richtung Innenstadt zu verlassen.
Die „Sandero“-Fahrerin bemerkte seine Absichten und fuhr ihm hinterher, bis sie ihn an der Friedrich-Engels-Straße zum Anhalten brachte. Dort warteten sie auf die Polizisten. Die näheren Umstände werden im Laufe des Verfahrens wegen des unerlaubten Entfernens vom Unfallort ermittelt. Verletzt wurde niemand.",https://polizei.brandenburg.de/pressemeldung/nach-unfallflucht-gestoppt/5605970
Unter Einfluss von Alkohol,11.06.2025,"Vetschau, Oberspreewald-Lausitz","Polizisten kontrollierten Dienstagabend eine FIAT-Fahrerin in der Ernst-Thälmann-Straße. Das Ergebnis eines Atemalkoholtests lag mit 0,74 Promille im Bereich der Ordnungswidrigkeiten.
Die 52-Jährige begleitete die Beamten zum beweissicheren Atemtest in die Polizeiwache und musste ihr Fahrzeug stehenlassen.",https://polizei.brandenburg.de/pressemeldung/unter-einfluss-von-alkohol/5605969
Firmentransporter beschädigt,11.06.2025,"Schönefeld, Dahme-Spreewald","Das Grundstück einer Logistikfirma in der Straße An den Gehren war in den frühen Morgenstunden des Mittwochs von Kriminellen heimgesucht worden, wie der Polizei kurz vor 08:00 Uhr angezeigt wurde. Bei 27 FORD-Transportern waren Reifen zerstochen worden, so dass dem Unternehmen ein Sachschaden im fünfstelligen Eurobereich entstand.
Nach der ersten Spurensicherung hat inzwischen die Kriminalpolizei weiterführende Ermittlungen übernommen.",https://polizei.brandenburg.de/pressemeldung/firmentransporter-beschaedigt/5605960
Polizeihubschrauber im Einsatz,11.06.2025,"Freiwalde, Dahme-Spreewald","Ein Einbruch auf ein Firmengelände in der Straße Am Stieg wurde der Polizei am Dienstag gegen 22:15 Uhr gemeldet. Demnach waren Kriminelle nach dem Aufschneiden der Umzäunung auf das Grundstück eingedrungen, aber nach ihrer Entdeckung durch die Sicherheitstechnik geflohen.
Es blieb bei Sachschäden von einigen hundert Euro. Umgehend eingeleitete Fahndungsmaßnahmen, an denen in der Nacht auch der Polizeihubschrauber beteiligt war, führten nicht zur Feststellung der mutmaßlichen drei Täter.",https://polizei.brandenburg.de/pressemeldung/polizeihubschrauber-im-einsatz/5605959
"Mehr Sachschaden, als Beute",11.06.2025,"Lübben, Dahme-Spreewald","Ein Einbruch in die Anlagen der Tankstelle in der Frankfurter Straße wurde der Polizei am Dienstagabend gemeldet. Die Münzboxen der Staubsaugeranlage waren aufgebrochen worden, um daraus etwa 30 Euro Bargeld zu stehlen. Am Automaten einer Hochdruckreiniger-Anlage hatten sich die Diebe erfolglos versucht.
Wie immer in solchen Fällen stehen die verursachten Sachschäden mit mehreren hundert Euro in keinem Verhältnis zur erlangten Diebesbeute.",https://polizei.brandenburg.de/pressemeldung/mehr-sachschaden-als-beute/5605956
Autodiebstahl,11.06.2025,"Großziethen, Dahme-Spreewald","Die Besitzerin eines PKW FIAT meldete der Polizei am Dienstag kurz vor 14:00 Uhr, dass ihr Auto in der vergangenen Nacht von einem Discounter-Parkplatz in der Karl-Marx-Straße gestohlen worden war.
Gleichzeitig mit der Anzeigenaufnahme wurde die internationale Fahndung nach dem weiß-roten Modell 500 eingeleitet.",https://polizei.brandenburg.de/pressemeldung/autodiebstahl/5605955
Bungalows aufgebrochen,11.06.2025,"Zernsdorf, Dahme-Spreewald","Am Dienstag wurden der Polizei zur Mittagszeit zwei Einbrüche in Bungalows auf einem Wochenendgrundstück an der Friedrich-Engels-Straße angezeigt. Gestohlen wurde offenbar nichts, aber die verursachten Sachschäden summierten sich auf einige hundert Euro.
Inzwischen hat die Kriminalpolizei weiterführende Ermittlungen übernommen.",https://polizei.brandenburg.de/pressemeldung/bungalows-aufgebrochen/5605951
Einbruch in ein Büro,11.06.2025,"Cottbus, Cottbus","Die Polizei wurde am Mittwoch kurz nach 10:30 Uhr in die Adolph-Kolping-Straße gerufen. Dort waren Unbekannte in ein Büro eingebrochen und hatten alles durchwühlt.
Ob etwas gestohlen wurde, ist nun Gegenstand weiterführender Ermittlungen.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-ein-buero/5605939
Auto gestohlen,11.06.2025,"Cottbus, Cottbus","Ein Autodiebstahl wurde der Polizei am Mittwochmorgen gemeldet. Von einem Firmengrundstück am Stadtring verschwand ein OPEL.
Gleichzeitig mit der Anzeigenaufnahme wurde die Fahndung nach dem schwarzen ""Meriva"" eingeleitet.",https://polizei.brandenburg.de/pressemeldung/auto-gestohlen/5605938
Gestohlener E-Scooter gefunden,11.06.2025,"Cottbus, Cottbus","Der Besitzer eines E-Scooters meldete sich am Dienstagnachmittag bei der Polizei. Sein Gefährt war am Vortag gestohlen worden, nun hatte er es in der Muskauer Straße geortet. Die Beamten verfolgten das Signal und konnten den Roller verlassen auffinden und sicherstellen. Er wurde auf Spuren untersucht, um Hinwiese auf den Dieb zu gewinnen. Die Kriminalpolizei hat die weiteren Ermittlungen übernommen.
Ausgangsmeldung: Der Besitzer eines E-Scooters musste am Montag gegen 17:00 Uhr feststellen, dass sein Gefährt nicht mehr im Treppenhaus in der Marienstraße stand. Mit der Anzeigenaufnahme wurde gleichzeitig die Fahndung nach dem Roller eingeleitet.",https://polizei.brandenburg.de/pressemeldung/gestohlener-e-scooter-gefunden/5605937
Alkoholtest schlägt an,11.06.2025,"Cottbus, Cottbus","Polizeibeamte stoppten am Dienstagabend in der Sielower Chaussee einen PKW-Transporter für eine Kontrolle. Ein Atemalkoholtest beim Fahrer brachte einen Wert von anderthalb Promille, weshalb sich eine beweissichernde Blutentnahme anschloss.
Die Polizisten stellten außerdem den Führerschein sicher und untersagten dem Mann die Weiterfahrt.",https://polizei.brandenburg.de/pressemeldung/alkoholtest-schlaegt-an/5605936
Alkoholisiert Polizeibeamte angegriffen,11.06.2025,"Rheinsberg, Ostprignitz-Ruppin","Am Dienstag gegen 08:45 Uhr hat sich ein 38-jähriger Berliner im Ortsteil Heinrichsdorf nach einer Sachbeschädigung an Fahrzeugen aggressiv gegenüber Polizeibeamten verhalten. Der Tatverdächtige fiel zuvor auf, da er in einem Bus geraucht hatte und nach Aufforderung des Fahrers den Bus nicht verlassen wollte. Die Polizei wurde zur Sachverhaltsklärung gerufen. Aggressiv und bedrohend trat der 38-Jährige gegenüber den Polizeibeamten auf. Eine Atemalkoholkonzentration von 1,72 Promille wurde während des Einsatzes in der Atemluft des Berliners festgestellt. Es meldeten sich zwei Fahrzeugführer bei der Polizei, die mitteilten, dass der Berliner, nachdem er doch den Bus verlassen hatte, versuchte, ihre Pkw während der Fahrt anzuhalten. Bei einem 54-jährigen Ford-Fahrer schlug der Mann gegen den Außenspiegel, eine Bürgerin wurde während der Fahrt genötigt, anzuhalten. Nach der Aufnahme einer Strafanzeige wegen Sachbeschädigung beruhigte sich der 38-Jährige und wurde anschließend aus der polizeilichen Maßnahme entlassen. Er fiel dann gegen 11:00 Uhr in der Mariefredstraße erneut auf, als er sich offenbar unbefugt Zutritt in eine Wohnung verschaffte und dort randalierte. Die Wohnungseigentümerin informierte daraufhin die Polizei. Aufgrund wiederholt begangener Straftaten wurde der 38-Jährige in Gewahrsam genommen. Er leistete dabei Widerstand und wurde leicht verletzt. Die Beamten blieben unverletzt. Die genaue Sachschadenshöhe kann nicht beziffert werden. Die Kriminalpolizei ermittelt nun auch wegen Widerstandes.",https://polizei.brandenburg.de/pressemeldung/alkoholisiert-polizeibeamte-angegriffen/5605912
Anrufe falscher Polizisten,11.06.2025,"Neuruppin, Ostprignitz-Ruppin","Am Dienstag zwischen 15:10 Uhr und 17:40 Uhr haben bislang unbekannter Täter mehrere Bürger im Bereich Ostprignitz-Ruppin angerufen und sich als Polizisten ausgegeben. Zwei Seniorinnen wurde am Telefon mitgeteilt, dass es in der Nachbarschaft zu einem Raub gekommen sein soll und die Täter festgenommen worden sind. Auf einem Zettel, den die Täter angeblich dabeihatten, sollen Daten der Ostprignitz-Ruppinerinnen vermerkt sein.
In Gühlen-Glienicke wurde eine 67-Jährige angerufen, die bei der Befragung nach Wertgegenständen die Masche erkannte und das Gespräch beendete. Sie informierte sofort die Polizei.
Eine 81-Jährige aus Wulkow gab am Telefon preis, dass sie Wertgegenstände zu Hause hätte. Ein Polizeibeamter wollte ihre Wohnanschrift aufsuchen, um die Wertgegenstände in Verwahrung zu nehmen. Nach dem Gespräch kam ihr der Anruf komisch vor, sodass sie die Polizei informierte. Im Beisein der Betreuerin wurden weitere Verhaltenshinweise mit der 81-Jährigen besprochen.
Die Polizei lobt hier noch einmal die Verhaltensweisen der Seniorinnen. In diesen Fällen verhielten sie sich richtig und informierten umgehend die Polizei. Nur aufgrund dessen konnte die Masche keinen Erfolg finden.",https://polizei.brandenburg.de/pressemeldung/anrufe-falscher-polizisten/5605911
Einbruchsversuche in Fahrzeuge,11.06.2025,"Waldstadt, Tiroler Damm, Johannes-R.-Becher-Straße, Drewitzer Straße, Potsdam","Im Potsdamer Stadtteil Waldstadt kam es über das verlängerte Pfingstwochenende zu mehreren Einbrüchen und Einbruchsversuchen in geparkte Fahrzeuge. Dabei versuchten ein oder mehrere bislang unbekannte Täter in zwei Fällen die Seitentür von Firmentransporter aufzuschneiden, was jedoch in beiden Fällen misslang. In einem dritten bekannt gewordenen Fall wurde ein Tankdeckel aufgebrochen und 50-60 Liter Kraftstoff entwendet.
Der Gesamtschaden beläuft sich auf ca. 1.000 Euro. In allen Fällen wurde eine Spurensuche und -sicherung durchgeführt. Es wurden Ermittlungsverfahren wegen besonders schweren Falls des Diebstahls aufgenommen.",https://polizei.brandenburg.de/pressemeldung/einbruchsversuche-in-fahrzeuge/5605839
Betrügern aufgesessen,11.06.2025,"Beeskow, Oder-Spree","Am 10.06.2025 wurden Polizisten über ein Geschehen informiert, welches seinen Anfang tags zuvor genommen hatte.
Da rief ein Mann bei einer Beeskowerin an und stellte sich als „Kommissar Michael“ vor. Der deutsch sprechende und ca. 30 bis 35 Jahre alte Anrufer tischte die eigentlich schon altbekannte Geschichte von der Einbrecherbande auf, die unterwegs sei und die Polizei nun die Nachbarschaft schützen wolle. Dazu müsse man wissen, ob Geld und Wertsachen in den Haushalten vorhanden seien. Dies war bei der Frau zwar nicht der Fall, wohl aber gab sie den Besitz einer EC-Karte preis. Umgehend gab der „Polizist“ zu verstehen, dass man diese Karte sperren müsse. Ein Kollege würde vorbeikommen und die Frau möge dazu Karte und PIN bereithalten bzw. ordentlich verpackt bei einer Mülltonne platzieren. Genau das tat die Beeskowerin dann auch.
Hinterher kamen ihr aber doch sehr berechtigte Zweifel an den lauteren Absichten des angeblichen Kommissars Michael. Sie ließ die Karte sperren und informierte die echte Polizei. Ob die Betrüger (und um nichts anderes hatte es sich gehandelt) von der Karte bereits Gebrauch gemacht hatten, war bei der Anzeigenaufnahme noch nicht zu klären gewesen.",https://polizei.brandenburg.de/pressemeldung/betruegern-aufgesessen/5605784
Die Kriminalpolizei ermittelt,11.06.2025,"Fürstenwalde/Spree, Oder-Spree","Am 10.06.2025 wurde der Polizei ein Geschehen bekannt, welches sich gegen 07:15 Uhr in der Juri-Gagarin-Straße zugetragen hatte.
Demnach wartete eine 17-Jährige dort an einer Haltestelle auf den Bus, als hinter ihr ein Mann auftauchte. Da die Jugendliche zu diesem Zeitpunkt Kopfhörer trug, verstand sie anfangs nicht, dass derjenige sie ansprach. Später bemerkte sie dann seine Annäherungsversuche und wollte sich der Situation entziehen. Doch ging der Mann nun auf die junge Frau zu und versuchte, sie festzuhalten. Diese flüchtete, kam aber nicht weit. Der Unbekannte hielt sie fest und berührte die Geschädigte auch noch unsittlich. Diese setzte sich weiterhin zur Wehr und als dann eine Zeugin hinzutrat und Anstalten machte, einzugreifen, rannte der Mann in Richtung Haydnstraße davon.
Den Ermittlern liegt eine Personenbeschreibung des noch Unbekannten vor. Demnach ist er rund 180 cm groß und hat dunkle kurze Haare sowie braune Augen. Bekleidet war er zur Tatzeit mit einer dunklen Strickjacke und einem schwarz/grauen Basecap. Zudem soll er mit einem hellblauen Rucksack unterwegs gewesen sein.
Die Polizei bittet mögliche weitere Zeugen, die gegen 07:15 Uhr in der Juri-Gagarin-Straße etwas mitbekamen, was auf das beschriebene Geschehen passt und möglicherweise den Entflohenen noch näher beschreiben können, sich umgehend mit ihnen in Verbindung zu setzen. Dies kann per Telefon
03361 5680
geschehen oder über die Internetwache
polbb.eu/hinweis
erfolgen. Selbstverständlich nimmt auch jede andere Polizeidienststelle Ihre Hinweise sehr gern entgegen.",https://polizei.brandenburg.de/pressemeldung/die-kriminalpolizei-ermittelt/5605782
An Kleintransporter zu schaffen gemacht,11.06.2025,"Bruchmühle, Märkisch-Oderland",Am 10.06.2025 wurden Polizisten in die Buchholzer Straße gerufen. Dort hatten sich noch Unbekannte an einem Kleintransporter zu schaffen gemacht und dessen seitliche Schiebetür aufgebrochen. Anschließend stahlen die Täter diverse Werkzeuge aus dem Innenraum des Wagens. So hinterließen sie einen Gesamtschaden von mehr als 20.000 Euro. Die Kriminalpolizei ermittelt nun in der Sache.,https://polizei.brandenburg.de/pressemeldung/an-kleintransporter-zu-schaffen-gemacht/5605781
Diebe hinterließen hohen Schaden,11.06.2025,"Müncheberg, Märkisch-Oderland","Wie der Polizei am 10.06.2025 angezeigt wurde, haben sich noch Unbekannte an landwirtschaftlichen Geräten zu schaffen gemacht, die auf dem Gelände einer Agrargesellschaft abgestellt gewesen waren. Die Täter verschwanden mit diversen Teilen der Geräte und hinterließen so einen Sachschaden von rund 6.000 Euro. Wer diejenigen waren und wohin das Diebesgut verschwand, ermittelt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/diebe-hinterliessen-hohen-schaden/5605780
Nun in einem Krankenhaus,11.06.2025,"Bernau b. Berlin, Barnim","Am Abend des 10.06.2025 wurden Polizisten in den Bethelweg gerufen. Dort war ein Mann nach einem Trinkgelage mit Kumpels in einen psychischen Ausnahmezustand geraten und hatte sich gegen jegliche Hilfe zur Wehr gesetzt. Auch das Team eines Rettungswagens sah sich Gewalttätigkeiten ausgesetzt. Letztlich mussten die mittlerweile eingetroffenen Polizisten ein Distanzelektroimpulsgerät („Taser“) einsetzen, um den bereits hinlänglich bekannten Deutschen zur Räson zu bringen. Der 44-Jährige hatte zu diesem Zeitpunkt einen Atemalkoholwert von 2,38 Promille aufzuweisen. Jetzt befindet sich der Delinquent in einem Krankenhaus, wo ihm geholfen werden kann. Trotzdem hat sein Verhalten noch ein juristisches Nachspiel. Der Vorwurf des Widerstandes gegen Vollstreckungsbeamte steht im Raum.",https://polizei.brandenburg.de/pressemeldung/nun-in-einem-krankenhaus/5605779
Autodiebstahl,11.06.2025,"Wandlitz, Barnim","Wie der Polizei am 10.06.2025 angezeigt wurde, haben sich noch Unbekannte eines Mercedes bemächtigt, welcher auf einem Firmengelände in der Hauptstraße in Schönwalde abgestellt gewesen war. Nach dem Wagen wird nun gefahndet.",https://polizei.brandenburg.de/pressemeldung/autodiebstahl/5605778
Fahrzeugteile gestohlen,11.06.2025,"Schenkenberg, Uckermark","In der Nacht zum 10.06.2025 machten sich noch Unbekannte auf dem Außengelände eines Landmaschinenhandels zu schaffen. Von mehreren Ackerschleppern und Mähdreschern wurden Fahrzeugteile demontiert und anschließend mitgenommen. Die Diebe hinterließen so einen Sachschaden von mehreren Tausend Euro. Wer diejenigen waren und wohin die Teile verbracht worden sind, ermittelt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/fahrzeugteile-gestohlen/5605775
Nazisymbole geschmiert,11.06.2025,"Boitzenburger Land, Uckermark","Wie der Polizei am 10.06.2025 angezeigt wurde, haben noch Unbekannte auf einem Radweg zwischen Krewitz und Weggun mehrere Hakenkreuze sowie SS-Runen und Naziparolen hinterlassen. Wer sich da betätigte und welche Motivation diejenigen hatten, ermittelt nun der Polizeiliche Staatsschutz der Direktion Ost.",https://polizei.brandenburg.de/pressemeldung/nazisymbole-geschmiert/5605774
Fahrzeug entwendet,10.06.2025,"Werder (Havel), Otto-Lilienthal-Straße, Potsdam-Mittelmark","Die Geschädigte teilte der Polizei am Montagnachmittag den Diebstahl ihres PKW in der Otto-Lilienthal-Straße in Werder (Havel) mit. Den Pkw hatte sie am Vormittag auf einen öffentlich zugänglichen Parkplatz geparkt. Als sie den VW am Nachmittag wieder in Betrieb nehmen wollte, stellte sie die Entwendung fest. Das Fahrzeug wurde zur Fahndung ausgeschrieben. Es entstand ein Schaden von in Höhe von circa 30.000 Euro. Ein Ermittlungsverfahren wurde eingeleitet.",https://polizei.brandenburg.de/pressemeldung/fahrzeug-entwendet/5605358
Gestohlene Mountainbikes,10.06.2025,"Waldstadt, Bernhard-Kellermann-Straße, Potsdam","Die Geschädigte teilte der Polizeiinspektion Potsdam mit, dass zwei Mountainbikes aus dem Keller des Mehrfamilienhauses entwendet wurden. Demnach haben sich bislang unbekannte Täter über das Pfingstwochenende auf unbekannte Weise Zutritt zum Mehrfamilienhaus und dem dazugehörigen Fahrradkeller verschafft. Aus diesem wurde anschließend zwei angeschlossene Mountainbikes entwendet.  Eine Spurensuche und -sicherung wurde durch die eingesetzten Beamten durchgeführt. Es entstand ein Schaden in Höhe von circa 1.200 Euro. Ein Strafverfahren wegen des besonders schweren Falls des Diebstahls wurde eingeleitet.",https://polizei.brandenburg.de/pressemeldung/gestohlene-mountainbikes/5605351
Motorraddiebe gestellt,10.06.2025,"Dahlewitz, Wiesenstraße, Teltow-Fläming","Am Abend des 09.06.2025 meldete eine Zeugin der Polizei über den Notruf, dass sie drei Personen an einem geparkten Moped beobachtet hat. Eine der Personen hantierte augenscheinlich an dem Fahrzeug.Die sofort eingesetzte Polizeikräfte konnten alle drei Personen in der Nähe des Tatorts stellen, nachdem diese zu Fuß geflüchtet waren. Im Rahmen der weiteren Ermittlungen stellte sich heraus, dass zwei der Personen zuvor mit einem in Berlin entwendeten Motorrad zum Tatort gefahren waren. Beide standen dabei offenbar unter dem Einfluss von Betäubungsmitteln. Einer der Männer war zudem nicht im Besitz einer gültigen Fahrerlaubnis und führte Betäubungsmittel mit sich.An dem betroffenen Moped wurde das Lenkradschloss aufgebrochen und Kabel durchtrennt. Im Verlauf der Ermittlungen wurde bekannt, dass das Moped am selben Abend vom Parkplatz am Wohnort des Halters entwendet worden war. Nach Abschluss der kriminaltechnischen Untersuchungen konnte das Fahrzeug an den Eigentümer übergeben werden. Die Polizei leitete mehrere Ermittlungsverfahren ein - unter anderem wegen Diebstahls, Fahrens ohne Fahrerlaubnis sowie Verstößen gegen das Betäubungsmittelgesetz.",https://polizei.brandenburg.de/pressemeldung/motorraddiebe-gestellt/5605334
Einbruch in Garagen,10.06.2025,"Jüterbog, Kastanienweg, Teltow-Fläming","Am Montag wurde der Polizei ein Garageneinbruch gemeldet. Die eingesetzten Polizeibeamten stellten vor Ort fest, dass neben der gemeldeten Garage noch neun weitere Garagen betroffen waren. Nach bisherigen Erkenntnissen entwendeten die bislang unbekannten Täter ein Kfz-Ladegerät sowie eine Kennzeichentafel. Darüber hinaus entstand an den Zugangstoren der Garagen Sachschaden. Der entstandene Gesamtschaden wird derzeit auf etwa 500 Euro geschätzt. Die eingesetzten Polizeibeamten führten eine Spurensuche und - sicherung durch.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-garagen/5605333
Raub,10.06.2025,"Nauen, Hamburger Straße, Havelland","Am Montagabend wurde der Polizei eine Auseinandersetzung zwischen drei Personen gemeldet. Zunächst kam es zwischen den beiden Parteien zu einer verbalen Auseinandersetzung. Im weiteren Verlauf wurde der 39-jährige Geschädigte von den Tatverdächtigen, ein 18-jähriger und ein 20-jähriger Mann, körperlich attackiert. Dabei soll es zu Schlägen ins Gesicht und Tritten gegen den Körper des Geschädigten gekommen sein. Zudem forderten die Täter die Herausgabe seines Mobiltelefons und verließen anschließend den Tatort. Der Geschädigte wurde leicht verletzt und zur Behandlung in ein Krankenhaus gebracht. Durch hinzugezogene Polizeikräfte konnten die Beschuldigten festgestellt werden. Während der Sachverhaltsaufnahme verhielt sich einer der Beschuldigten unkooperativ gegenüber den Beamten. Er widersetzte sich den Anweisungen, schlug mit den Fäusten in Richtung der Beamten und beleidigte sie verbal, sodass er mittels einfacher körperlicher Gewalt zu Boden gebracht und fixiert werden musste.
Mehrere Strafanzeigen wurden gefertigt. Die weiteren Ermittlungen führt die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/raub/5605329
Scheinwerfer von mehreren LKW entwendet,10.06.2025,"Wustermark, Bremer Ring, Havelland",Der Polizei wurde der Diebstahl von Lkw Scheinwerfer gemeldet. Vor Ort stellten die Polizeibeamten fehlende Scheinwerfer an drei Lkw fest. Eine Spurensuche wurde durchgeführt und entsprechende Strafanzeigen aufgenommen und Ermittlungsverfahren eingeleitet. Es entstand ein geschätzter Sachschaden von 2.000 Euro.,https://polizei.brandenburg.de/pressemeldung/scheinwerfer-von-mehreren-lkw-entwendet/5605316
Drogen bei Fahrradkontrolle ausgehändigt,10.06.2025,"Hohenstücken, Rosa-Luxemburg-Allee, Brandenburg an der Havel","In den Nachtstunden fiel Polizeibeamten ein Fahrradfahrer in der Rosa-Luxemburg-Allee auf, welcher in der Folge des Erblickens der Polizei einen auffälligen Gegenstand wegwarf. Die Beamten sicherten den Gegenstand und führten eine Verkehrskontrolle durch. Der weggeworfene Gegenstand entpuppte sich als Transportmittel für betäubungsmittelverdächtige Substanzen. Die Betäubungsmittel wurden konfisziert und ein Strafverfahren gegen den 35-jährigen Mann eingeleitet.",https://polizei.brandenburg.de/pressemeldung/drogen-bei-fahrradkontrolle-ausgehaendig/5605308
Wohnungseinbruchsdiebstahl,10.06.2025,"Nord, Werner-Seelenbinder-Straße, Brandenburg an der Havel","Der namentlich bekannte Anrufer meldete der örtlichen Polizei einen Einbruchsdiebstahl in die Wohnung eines Angehörigen. Die unbekannten Täter öffneten gewaltsam die Balkontür der Wohnung (Hochparterre) und gelangten nachfolgend in die Räumlichkeiten. Die Unbekannten durchsuchten die Wohnung nach wertintensiven Gegenständen. Ob etwas entwendet wurde, konnte zur Aufnahmezeit nicht mitgeteilt werden, da sich der Wohnungsinhaber nicht vor Ort befand. Eine Strafanzeige wurde aufgenommen, Lichtbilder gefertigt und Spuren durch die eingesetzte Kriminaltechnik gesichert. Der Sachschaden wird mit mehreren hundert Euro beziffert. Die Kriminalpolizei ermittelt in diesem Fall.",https://polizei.brandenburg.de/pressemeldung/wohnungseinbruchsdiebstahl/5605303
Ermittlungen nach Körperverletzung,10.06.2025,"Finsterwalde, Elbe-Elster","Die Polizei wurde am Montagabend gegen 18:40 Uhr in die Oscar-Kjellberg-Straße gerufen. Auch einem Hinterhof waren vier Männer in einen Streit geraten, der auch in Schlägen mündete. Gegenüber den hinzugerufenen Polizisten wollten sich die Beteiligten im Alter zwischen 19 und 25 Jahren nicht zum Ausgangspunkt und dem Verlauf des Streits äußern. Eine medizinische Versorgung ihrer leichten Verletzungen lehnten sie ebenfalls ab.
Im Zuge des Einsatzes stellten die Polzisten eine Schreckschusswaffe bei einem der Beteiligten fest. Diese wurde sichergestellt. Zur Klärung des tatsächlichen Ablaufs hat die Kriminalpolizei die weiteren Ermittlungen übernommen.",https://polizei.brandenburg.de/pressemeldung/ermittlungen-nach-koerperverletzung/5605075
LEXUS aufgebrochen,10.06.2025,"Elsterwerda, Elbe-Elster","Am Montagmittag wurde der Polizei ein Einbruch in einen in der Straße Zum Kalkberg abgestellten PKW LEXUS angezeigt. Die Täter hatten hier eine Scheibe eingeschlagen und die Mittelkonsole des Autos inklusive des Bordcomputers demontiert und entwendet.
Auch ein Steuergerät wurde dabei gestohlen. Polizeibeamte sicherten Spuren und leiteten weiterführende Ermittlungen ein. Der entstandene Sachschaden wurde mit rund 3.000 Euro angegeben.",https://polizei.brandenburg.de/pressemeldung/lexus-aufgebrochen/5605060
Ohne Führerschein unterwegs,10.06.2025,"Vetschau, Boblitz, Oberspreewald-Lausitz","Gleich zweimal hielten Polizisten am Sonntagabend Autofahrer an, die ohne Führerschein am Steuer saßen: In
Vetschau
war es der Fahrer eines VW Caddy, in der
Boblitzer
Chausseestraße saß ein Mann ohne Führerschein am Steuer eines PKW AUDI.
Beide müssen sich nun deswegen verantworten und mussten natürlich die Autos stehen lassen.",https://polizei.brandenburg.de/pressemeldung/ohne-fuehrerschein-unterwegs/5605057
Gefälschte Plaketten,10.06.2025,"Calau, Oberspreewald-Lausitz","Polizeibeamte kontrollierten am Sonntagabend einen PKW SKODA in der Berliner Straße. Dabei kamen ihnen die angebrachten TÜV-Plaketten seltsam vor. Bei genauerer Überprüfung stellte sich heraus, dass sie gefälscht waren und die letzte Untersuchung vor mehr als einem Jahr fällig gewesen wäre.
Der Fahrer musste seinen ""Fabia"" also stehen lassen und bekam als Weglektüre eine Anzeige und einen Mängelschein ausgehändigt.",https://polizei.brandenburg.de/pressemeldung/gefaelschte-plaketten/5605056
